"run_id","timestamp_utc","found_js_jsx","inv_count","errors"
"2cfbda48","2025-08-28T07:06:22.914330+00:00","618","618","0"
"84e62bf8","2025-08-28T07:08:00.730421+00:00","617","617","0"
"7fa835cf","2025-08-28T07:09:42.663736+00:00","617","617","0"
"881b4f78","2025-08-28T07:11:28.948814+00:00","617","617","0"
"6df29266","2025-08-28T07:13:13.953954+00:00","617","617","0"
"cd6e94c7","2025-08-28T07:14:58.920749+00:00","617","617","0"
"229c62df","2025-08-28T16:48:08.811058+00:00","617","617","0"
"fc47ebdf","2025-08-28T16:49:50.014001+00:00","617","617","0"
"373a0b40","2025-08-28T16:51:26.545005+00:00","617","617","0"
